es_IC,"స్పానిష్ (కేనరీ దీవులు)"
es_CO,"స్పానిష్ (కొలంబియా)"
es_CR,"స్పానిష్ (కోస్టా రికా)"
es_CU,"స్పానిష్ (క్యూబా)"
es_GT,"స్పానిష్ (గ్వాటిమాల)"
es_CL,"స్పానిష్ (చిలీ)"
es_DO,"స్పానిష్ (డొమెనికన్ రిపబ్లిక్)"
es_NI,"స్పానిష్ (నికరాగువా)"
es_PA,"స్పానిష్ (పనామా)"
es_PY,"స్పానిష్ (పరాగ్వే)"
es_PE,"స్పానిష్ (పెరూ)"
es_PH,"స్పానిష్ (ఫిలిప్పీన్స్)"
es_PR,"స్పానిష్ (ఫ్యూర్టో రికో)"
es_BO,"స్పానిష్ (బొలీవియా)"
es_MX,"స్పానిష్ (మెక్సికో)"
es_VE,"స్పానిష్ (వెనుజువేలా)"
es_ES,"స్పానిష్ (స్పెయిన్)"
es_EA,"స్పానిష్ (స్యూటా మరియు మెలిల్లా)"
es_HN,"స్పానిష్ (హోండురాస్)"
sk,స్లోవాక్
sk_SK,"స్లోవాక్ (స్లోవేకియా)"
sl,స్లోవేనియాన్
sl_SI,"స్లోవేనియాన్ (స్లోవేనియా)"
sw,స్వాహిలి
sw_UG,"స్వాహిలి (ఉగాండా)"
sw_KE,"స్వాహిలి (కెన్యా)"
sw_TZ,"స్వాహిలి (టాంజానియా)"
sv,స్వీడిష్
sv_AX,"స్వీడిష్ (ఆలేండ్ దీవులు)"
sv_FI,"స్వీడిష్ (ఫిన్లాండ్)"
sv_SE,"స్వీడిష్ (స్వీడన్)"
hu,హన్గేరియన్
hu_HU,"హన్గేరియన్ (హంగేరీ)"
hi,హిందీ
hi_IN,"హిందీ (భారత దేశం)"
he,హీబ్రు
he_IL,"హీబ్రు (ఇజ్రాయిల్)"
ha,హౌసా
ha_GH,"హౌసా (ఘనా)"
ha_NE,"హౌసా (నైజర్)"
ha_NG,"హౌసా (నైజీరియా)"
ha_Latn_GH,"హౌసా (లాటిన్, ఘనా)"
ha_Latn_NE,"హౌసా (లాటిన్, నైజర్)"
ha_Latn_NG,"హౌసా (లాటిన్, నైజీరియా)"
ha_Latn,"హౌసా (లాటిన్)"
