en_NG,"anglų (Nigerija)"
en_NU,"anglų (Niujė)"
en_NF,"anglų (Norfolko sala)"
en_PK,"anglų (Pakistanas)"
en_PW,"anglų (Palau)"
en_PG,"anglų (Papua Naujoji Gvinėja)"
en_ZA,"anglų (Pietų Afrika)"
en_SS,"anglų (Pietų Sudanas)"
en_PN,"anglų (Pitkernas)"
en_PR,"anglų (Puerto Rikas)"
en_RW,"anglų (Ruanda)"
en_SB,"anglų (Saliamono Salos)"
en_WS,"anglų (Samoa)"
en_SC,"anglų (Seišeliai)"
en_KN,"anglų (Sent Kitsas ir Nevis)"
en_SL,"anglų (Siera Leonė)"
en_SG,"anglų (Singapūras)"
en_SX,"anglų (Sint Martenas)"
en_SD,"anglų (Sudanas)"
en_SZ,"anglų (Svazilandas)"
en_SH,"anglų (Šv. Elenos Sala)"
en_VC,"anglų (Šventasis Vincentas ir Grenadinai)"
en_LC,"anglų (Šventoji Liucija)"
en_TZ,"anglų (Tanzanija)"
en_TC,"anglų (Terkso ir Kaikoso Salos)"
en_TK,"anglų (Tokelau)"
en_TO,"anglų (Tonga)"
en_TT,"anglų (Trinidadas ir Tobagas)"
en_TV,"anglų (Tuvalu)"
en_UG,"anglų (Uganda)"
en_VU,"anglų (Vanuatu)"
en_ZM,"anglų (Zambija)"
en_ZW,"anglų (Zimbabvė)"
ar,arabų
ar_DZ,"arabų (Alžyras)"
ar_BH,"arabų (Bahreinas)"
ar_TD,"arabų (Čadas)"
ar_DJ,"arabų (Džibutis)"
ar_EG,"arabų (Egiptas)"
ar_ER,"arabų (Eritrėja)"
ar_IQ,"arabų (Irakas)"
ar_IL,"arabų (Izraelis)"
ar_YE,"arabų (Jemenas)"
ar_JO,"arabų (Jordanija)"
ar_AE,"arabų (Jungtiniai Arabų Emyratai)"
ar_QA,"arabų (Kataras)"
ar_KM,"arabų (Komorai)"
ar_KW,"arabų (Kuveitas)"
ar_LB,"arabų (Libanas)"
ar_LY,"arabų (Libija)"
ar_MA,"arabų (Marokas)"
ar_MR,"arabų (Mauritanija)"
ar_OM,"arabų (Omanas)"
ar_PS,"arabų (Palestinos teritorija)"
ar_SS,"arabų (Pietų Sudanas)"
ar_SA,"arabų (Saudo Arabija)"
ar_SY,"arabų (Sirija)"
ar_SO,"arabų (Somalis)"
ar_SD,"arabų (Sudanas)"
ar_TN,"arabų (Tunisas)"
ar_EH,"arabų (Vakarų Sachara)"
hy,armėnų
hy_AM,"armėnų (Armėnija)"
as,asamų
as_IN,"asamų (Indija)"
az,azerbaidžaniečių
az_AZ,"azerbaidžaniečių (Azerbaidžanas)"
az_Cyrl_AZ,"azerbaidžaniečių (kirilica, Azerbaidžanas)"
az_Cyrl,"azerbaidžaniečių (kirilica)"
az_Latn_AZ,"azerbaidžaniečių (lotynų, Azerbaidžanas)"
az_Latn,"azerbaidžaniečių (lotynų)"
be,baltarusių
be_BY,"baltarusių (Baltarusija)"
bm,bambarų
bm_Latn_ML,"bambarų (lotynų, Malis)"
bm_Latn,"bambarų (lotynų)"
eu,baskų
eu_ES,"baskų (Ispanija)"
bn,bengalų
bn_BD,"bengalų (Bangladešas)"
bn_IN,"bengalų (Indija)"
my,birmiečių
my_MM,"birmiečių (Mianmaras (Birma))"
bs,bosnių
bs_BA,"bosnių (Bosnija ir Hercegovina)"
bs_Cyrl_BA,"bosnių (kirilica, Bosnija ir Hercegovina)"
bs_Cyrl,"bosnių (kirilica)"
bs_Latn_BA,"bosnių (lotynų, Bosnija ir Hercegovina)"
bs_Latn,"bosnių (lotynų)"
dz,botijų
dz_BT,"botijų (Butanas)"
br,bretonų
br_FR,"bretonų (Prancūzija)"
bg,bulgarų
bg_BG,"bulgarų (Bulgarija)"
cs,čekų
cs_CZ,"čekų (Čekija)"
da,danų
da_DK,"danų (Danija)"
da_GL,"danų (Grenlandija)"
eo,esperanto
et,estų
et_EE,"estų (Estija)"
ee,evių
ee_GH,"evių (Gana)"
ee_TG,"evių (Togas)"
fo,farerų
fo_FO,"farerų (Farerų Salos)"
ff,fulahų
ff_GN,"fulahų (Gvinėja)"
ff_CM,"fulahų (Kamerūnas)"
ff_MR,"fulahų (Mauritanija)"
ff_SN,"fulahų (Senegalas)"
gl,galisų
gl_ES,"galisų (Ispanija)"
lg,ganda
lg_UG,"ganda (Uganda)"
el,graikų
el_GR,"graikų (Graikija)"
el_CY,"graikų (Kipras)"
ka,gruzinų
ka_GE,"gruzinų (Gruzija)"
gu,gudžaratų
gu_IN,"gudžaratų (Indija)"
ha,hausų
ha_GH,"hausų (Gana)"
ha_Latn_GH,"hausų (lotynų, Gana)"
ha_Latn_NG,"hausų (lotynų, Nigerija)"
ha_Latn_NE,"hausų (lotynų, Nigeris)"
ha_Latn,"hausų (lotynų)"
ha_NG,"hausų (Nigerija)"
ha_NE,"hausų (Nigeris)"
he,hebrajų
he_IL,"hebrajų (Izraelis)"
hi,hindi
hi_IN,"hindi (Indija)"
ig,igbų
ig_NG,"igbų (Nigerija)"
id,indoneziečių
id_ID,"indoneziečių (Indonezija)"
is,islandų
is_IS,"islandų (Islandija)"
es,ispanų
es_AR,"ispanų (Argentina)"
es_BO,"ispanų (Bolivija)"
es_CL,"ispanų (Čilė)"
es_DO,"ispanų (Dominikos Respublika)"
es_EC,"ispanų (Ekvadoras)"
es_PH,"ispanų (Filipinai)"
es_GT,"ispanų (Gvatemala)"
es_HN,"ispanų (Hondūras)"
es_ES,"ispanų (Ispanija)"
es_US,"ispanų (Jungtinės Valstijos)"
es_IC,"ispanų (Kanarų salos)"
es_CO,"ispanų (Kolumbija)"
es_CR,"ispanų (Kosta Rika)"
es_CU,"ispanų (Kuba)"
es_MX,"ispanų (Meksika)"
es_NI,"ispanų (Nikaragva)"
es_PA,"ispanų (Panama)"
es_PY,"ispanų (Paragvajus)"
es_PE,"ispanų (Peru)"
es_PR,"ispanų (Puerto Rikas)"
es_GQ,"ispanų (Pusiaujo Gvinėja)"
es_SV,"ispanų (Salvadoras)"
es_EA,"ispanų (Seuta ir Melila)"
es_UY,"ispanų (Urugvajus)"
es_VE,"ispanų (Venesuela)"
it,italų
it_IT,"italų (Italija)"
it_SM,"italų (San Marinas)"
it_CH,"italų (Šveicarija)"
ja,japonų
ja_JP,"japonų (Japonija)"
yi,jidiš
yo,jorubų
yo_BJ,"jorubų (Beninas)"
yo_NG,"jorubų (Nigerija)"
kl,kalalisut
kl_GL,"kalalisut (Grenlandija)"
kn,kanadų
kn_IN,"kanadų (Indija)"
ks,kašmyrų
ks_Arab_IN,"kašmyrų (arabų, Indija)"
ks_Arab,"kašmyrų (arabų)"
ks_IN,"kašmyrų (Indija)"
ca,katalonų
ca_AD,"katalonų (Andora)"
ca_ES,"katalonų (Ispanija)"
ca_IT,"katalonų (Italija)"
ca_FR,"katalonų (Prancūzija)"
kk,kazachų
kk_KZ,"kazachų (Kazachstanas)"
kk_Cyrl_KZ,"kazachų (kirilica, Kazachstanas)"
kk_Cyrl,"kazachų (kirilica)"
qu,kečujų
qu_BO,"kečujų (Bolivija)"
qu_EC,"kečujų (Ekvadoras)"
qu_PE,"kečujų (Peru)"
km,khmerų
km_KH,"khmerų (Kambodža)"
ki,kikujų
ki_KE,"kikujų (Kenija)"
rw,kinjaruandų
rw_RW,"kinjaruandų (Ruanda)"
zh,kinų
zh_HK,"kinų (Ypatingasis Administracinis Kinijos Regionas Honkongas)"
zh_MO,"kinų (Ypatingasis Administracinis Kinijos Regionas Makao)"
zh_CN,"kinų (Kinija)"
zh_SG,"kinų (Singapūras)"
zh_Hans_HK,"kinų (supaprastinti, Ypatingasis Administracinis Kinijos Regionas Honkongas)"
zh_Hans_MO,"kinų (supaprastinti, Ypatingasis Administracinis Kinijos Regionas Makao)"
zh_Hans_CN,"kinų (supaprastinti, Kinija)"
zh_Hans_SG,"kinų (supaprastinti, Singapūras)"
zh_Hans,"kinų (supaprastinti)"
zh_TW,"kinų (Taivanas)"
zh_Hant_HK,"kinų (tradiciniai, Ypatingasis Administracinis Kinijos Regionas Honkongas)"
zh_Hant_MO,"kinų (tradiciniai, Ypatingasis Administracinis Kinijos Regionas Makao)"
zh_Hant_TW,"kinų (tradiciniai, Taivanas)"
zh_Hant,"kinų (tradiciniai)"
ky,kirgizų
ky_KG,"kirgizų (Kirgizija)"
ky_Cyrl_KG,"kirgizų (kirilica, Kirgizija)"
ky_Cyrl,"kirgizų (kirilica)"
ko,korėjiečių
ko_KR,"korėjiečių (Pietų Korėja)"
ko_KP,"korėjiečių (Šiaurės Korėja)"
kw,kornų
kw_GB,"kornų (Didžioji Britanija)"
hr,kroatų
hr_BA,"kroatų (Bosnija ir Hercegovina)"
hr_HR,"kroatų (Kroatija)"
lo,laosiečių
lo_LA,"laosiečių (Laosas)"
lv,latvių
lv_LV,"latvių (Latvija)"
pl,lenkų
pl_PL,"lenkų (Lenkija)"
lt,lietuvių
lt_LT,"lietuvių (Lietuva)"
lb,liuksemburgiečių
lb_LU,"liuksemburgiečių (Liuksemburgas)"
lu,"luba katanga"
lu_CD,"luba katanga (Kongas-Kinšasa)"
mk,makedonų
mk_MK,"makedonų (Makedonija)"
mg,malagasų
mg_MG,"malagasų (Madagaskaras)"
ml,malajalių
ml_IN,"malajalių (Indija)"
ms,malajiečių
ms_BN,"malajiečių (Brunėjus)"
ms_Latn_BN,"malajiečių (lotynų, Brunėjus)"
ms_Latn_MY,"malajiečių (lotynų, Malaizija)"
ms_Latn_SG,"malajiečių (lotynų, Singapūras)"
ms_Latn,"malajiečių (lotynų)"
ms_MY,"malajiečių (Malaizija)"
ms_SG,"malajiečių (Singapūras)"
mt,maltiečių
mt_MT,"maltiečių (Malta)"
mr,maratų
mr_IN,"maratų (Indija)"
gv,meniečių
gv_IM,"meniečių (Meno Sala)"
mn,mongolų
mn_Cyrl_MN,"mongolų (kirilica, Mongolija)"
mn_Cyrl,"mongolų (kirilica)"
mn_MN,"mongolų (Mongolija)"
nn,"naujoji norvegų"
nn_NO,"naujoji norvegų (Norvegija)"
ne,nepaliečių
ne_IN,"nepaliečių (Indija)"
ne_NP,"nepaliečių (Nepalas)"
ln,ngalų
ln_AO,"ngalų (Angola)"
ln_CF,"ngalų (Centrinės Afrikos Respublika)"
ln_CG,"ngalų (Kongas-Brazavilis)"
ln_CD,"ngalų (Kongas-Kinšasa)"
nb,"Norvegijos rašytinė – būkmolų"
nb_NO,"Norvegijos rašytinė – būkmolų (Norvegija)"
nb_SJ,"Norvegijos rašytinė – būkmolų (Svalbardas ir Janas Majenas)"
no,norvegų
no_NO,"norvegų (Norvegija)"
nl,olandų
nl_AW,"olandų (Aruba)"
nl_BE,"olandų (Belgija)"
nl_BQ,"olandų (Karibų Nyderlandai)"
nl_CW,"olandų (Kiurasao)"
nl_NL,"olandų (Nyderlandai)"
nl_SX,"olandų (Sint Martenas)"
nl_SR,"olandų (Surinamas)"
or,orijų
or_IN,"orijų (Indija)"
om,oromų
om_ET,"oromų (Etiopija)"
om_KE,"oromų (Kenija)"
os,osetinų
os_GE,"osetinų (Gruzija)"
os_RU,"osetinų (Rusija)"
pa,pendžabų
pa_Arab_PK,"pendžabų (arabų, Pakistanas)"
pa_Arab,"pendžabų (arabų)"
pa_Guru_IN,"pendžabų (gurmuki, Indija)"
pa_Guru,"pendžabų (gurmuki)"
pa_IN,"pendžabų (Indija)"
pa_PK,"pendžabų (Pakistanas)"
fa,persų
fa_AF,"persų (Afganistanas)"
fa_IR,"persų (Iranas)"
pt,portugalų
pt_AO,"portugalų (Angola)"
pt_GW,"portugalų (Bisau Gvinėja)"
pt_BR,"portugalų (Brazilija)"
pt_MO,"portugalų (Ypatingasis Administracinis Kinijos Regionas Makao)"
pt_MZ,"portugalų (Mozambikas)"
pt_PT,"portugalų (Portugalija)"
pt_TL,"portugalų (Rytų Timoras)"
pt_ST,"portugalų (San Tomė ir Prinsipė)"
pt_CV,"portugalų (Žaliasis Kyšulys)"
fr,prancūzų
fr_DZ,"prancūzų (Alžyras)"
fr_BE,"prancūzų (Belgija)"
fr_BJ,"prancūzų (Beninas)"
fr_BF,"prancūzų (Burkina Fasas)"
fr_BI,"prancūzų (Burundis)"
fr_CF,"prancūzų (Centrinės Afrikos Respublika)"
fr_TD,"prancūzų (Čadas)"
fr_CI,"prancūzų (Dramblio Kaulo Krantas)"
fr_DJ,"prancūzų (Džibutis)"
fr_GA,"prancūzų (Gabonas)"
fr_GP,"prancūzų (Gvadelupa)"
fr_GN,"prancūzų (Gvinėja)"
fr_HT,"prancūzų (Haitis)"
fr_CM,"prancūzų (Kamerūnas)"
fr_CA,"prancūzų (Kanada)"
fr_KM,"prancūzų (Komorai)"
fr_CG,"prancūzų (Kongas-Brazavilis)"
fr_CD,"prancūzų (Kongas-Kinšasa)"
fr_LU,"prancūzų (Liuksemburgas)"
fr_MG,"prancūzų (Madagaskaras)"
fr_YT,"prancūzų (Majotas)"
fr_ML,"prancūzų (Malis)"
fr_MA,"prancūzų (Marokas)"
fr_MQ,"prancūzų (Martinika)"
fr_MU,"prancūzų (Mauricijus)"
fr_MR,"prancūzų (Mauritanija)"
fr_MC,"prancūzų (Monakas)"
fr_NC,"prancūzų (Naujoji Kaledonija)"
fr_NE,"prancūzų (Nigeris)"
fr_FR,"prancūzų (Prancūzija)"
fr_GF,"prancūzų (Prancūzijos Gviana)"
fr_PF,"prancūzų (Prancūzų Polinezija)"
fr_GQ,"prancūzų (Pusiaujo Gvinėja)"
fr_RE,"prancūzų (Reunjonas)"
fr_RW,"prancūzų (Ruanda)"
fr_SC,"prancūzų (Seišeliai)"
fr_BL,"prancūzų (Sen Bartelemi)"
fr_MF,"prancūzų (Sen Martenas)"
fr_PM,"prancūzų (Sen Pjeras ir Mikelonas)"
fr_SN,"prancūzų (Senegalas)"
fr_SY,"prancūzų (Sirija)"
fr_CH,"prancūzų (Šveicarija)"
fr_TG,"prancūzų (Togas)"
fr_TN,"prancūzų (Tunisas)"
fr_VU,"prancūzų (Vanuatu)"
fr_WF,"prancūzų (Volisas ir Futuna)"
ps,puštūnų
ps_AF,"puštūnų (Afganistanas)"
rm,retoromanų
rm_CH,"retoromanų (Šveicarija)"
ro,rumunų
ro_MD,"rumunų (Moldova)"
ro_RO,"rumunų (Rumunija)"
rn,rundi
rn_BI,"rundi (Burundis)"
ru,rusų
ru_BY,"rusų (Baltarusija)"
ru_KZ,"rusų (Kazachstanas)"
ru_KG,"rusų (Kirgizija)"
ru_MD,"rusų (Moldova)"
ru_RU,"rusų (Rusija)"
ru_UA,"rusų (Ukraina)"
sg,sango
sg_CF,"sango (Centrinės Afrikos Respublika)"
sr,serbų
sr_BA,"serbų (Bosnija ir Hercegovina)"
sr_ME,"serbų (Juodkalnija)"
sr_Cyrl_BA,"serbų (kirilica, Bosnija ir Hercegovina)"
sr_Cyrl_ME,"serbų (kirilica, Juodkalnija)"
sr_Cyrl_XK,"serbų (kirilica, Kosovas)"
sr_Cyrl_RS,"serbų (kirilica, Serbija)"
sr_Cyrl,"serbų (kirilica)"
sr_XK,"serbų (Kosovas)"
sr_Latn_BA,"serbų (lotynų, Bosnija ir Hercegovina)"
sr_Latn_ME,"serbų (lotynų, Juodkalnija)"
sr_Latn_XK,"serbų (lotynų, Kosovas)"
sr_Latn_RS,"serbų (lotynų, Serbija)"
sr_Latn,"serbų (lotynų)"
sr_RS,"serbų (Serbija)"
sh,serbų-kroatų
sh_BA,"serbų-kroatų (Bosnija ir Hercegovina)"
ii,"sičuan ji"
ii_CN,"sičuan ji (Kinija)"
si,sinhalų
si_LK,"sinhalų (Šri Lanka)"
sk,slovakų
sk_SK,"slovakų (Slovakija)"
sl,slovėnų
sl_SI,"slovėnų (Slovėnija)"
so,somaliečių
so_DJ,"somaliečių (Džibutis)"
so_ET,"somaliečių (Etiopija)"
so_KE,"somaliečių (Kenija)"
so_SO,"somaliečių (Somalis)"
sw,suahilių
sw_KE,"suahilių (Kenija)"
sw_TZ,"suahilių (Tanzanija)"
sw_UG,"suahilių (Uganda)"
fi,suomių
fi_FI,"suomių (Suomija)"
nd,"šiaurės ndebelų"
nd_ZW,"šiaurės ndebelų (Zimbabvė)"
se,"šiaurės samių"
se_NO,"šiaurės samių (Norvegija)"
se_FI,"šiaurės samių (Suomija)"
se_SE,"šiaurės samių (Švedija)"
gd_GB,"škotų (Didžioji Britanija)"
gd,"škotų (gėlų)"
sn,šonų
sn_ZW,"šonų (Zimbabvė)"
sv,švedų
sv_AX,"švedų (Alandų Salos)"
sv_FI,"švedų (Suomija)"
sv_SE,"švedų (Švedija)"
tl,tagalogų
tl_PH,"tagalogų (Filipinai)"
th,tajų
th_TH,"tajų (Tailandas)"
ta,tamilų
ta_IN,"tamilų (Indija)"
ta_MY,"tamilų (Malaizija)"
ta_SG,"tamilų (Singapūras)"
ta_LK,"tamilų (Šri Lanka)"
te,telugų
te_IN,"telugų (Indija)"
bo,tibetiečių
bo_IN,"tibetiečių (Indija)"
bo_CN,"tibetiečių (Kinija)"
ti,tigrajų
ti_ER,"tigrajų (Eritrėja)"
ti_ET,"tigrajų (Etiopija)"
to,tonganų
to_TO,"tonganų (Tonga)"
tr,turkų
tr_CY,"turkų (Kipras)"
tr_TR,"turkų (Turkija)"
ug,uigūrų
ug_Arab_CN,"uigūrų (arabų, Kinija)"
ug_Arab,"uigūrų (arabų)"
ug_CN,"uigūrų (Kinija)"
uk,ukrainiečių
uk_UA,"ukrainiečių (Ukraina)"
ur,urdų
ur_IN,"urdų (Indija)"
ur_PK,"urdų (Pakistanas)"
uz,uzbekų
uz_AF,"uzbekų (Afganistanas)"
uz_Arab_AF,"uzbekų (arabų, Afganistanas)"
uz_Arab,"uzbekų (arabų)"
uz_Cyrl_UZ,"uzbekų (kirilica, Uzbekistanas)"
uz_Cyrl,"uzbekų (kirilica)"
uz_Latn_UZ,"uzbekų (lotynų, Uzbekistanas)"
uz_Latn,"uzbekų (lotynų)"
uz_UZ,"uzbekų (Uzbekistanas)"
fy,"vakarų fryzų"
fy_NL,"vakarų fryzų (Nyderlandai)"
cy,valų
cy_GB,"valų (Didžioji Britanija)"
hu,vengrų
hu_HU,"vengrų (Vengrija)"
vi,vietnamiečių
vi_VN,"vietnamiečių (Vietnamas)"
de,vokiečių
de_AT,"vokiečių (Austrija)"
de_BE,"vokiečių (Belgija)"
de_LI,"vokiečių (Lichtenšteinas)"
de_LU,"vokiečių (Liuksemburgas)"
de_CH,"vokiečių (Šveicarija)"
de_DE,"vokiečių (Vokietija)"
zu,zulų
zu_ZA,"zulų (Pietų Afrika)"
